,times,F1,F2,F3,F4,F5,filename,pitch_slope,pitch,intensity
0,0.06168749999999967,874.3167361520842,1778.204580802152,2279.1860894974625,3930.8993054576226,,amm2.wav,388.4626143045042,,15.219975912118041
1,0.16168749999999968,803.2654787983004,1797.7457965396907,3313.8070761980225,4342.459517023881,,amm2.wav,388.4626143045042,,19.55072283148823
2,0.2616874999999997,734.063514531618,1605.451778735362,3261.0771551516427,4265.993840848369,,amm2.wav,388.4626143045042,,30.159398237625396
3,0.3616874999999997,790.2813942520261,1662.267525395189,2764.0211206599024,3780.6066084937174,,amm2.wav,388.4626143045042,,19.43405041590772
4,0.4616874999999997,746.6899509240004,1742.6545056170044,3012.6570047002747,4032.74292612311,,amm2.wav,388.4626143045042,,19.529350547366775
5,0.5616874999999997,780.0599390428699,1638.019398042872,2904.6449713675,4045.8987702189183,,amm2.wav,388.4626143045042,,17.886110846677056
6,0.6616874999999998,883.2788903048953,1662.4658729345965,3063.158369561981,4071.633261198128,,amm2.wav,388.4626143045042,,19.202269562229464
7,0.7616874999999997,743.8291142499737,1638.5565860483762,2822.905140856803,4164.525715013924,,amm2.wav,388.4626143045042,,17.215554397799444
8,0.8616874999999997,638.8701459165741,1057.3619481934438,2867.2639762708804,3588.1514376943546,5270.453278383712,amm2.wav,388.4626143045042,154.86084803661208,73.99217519591173
9,0.9616874999999997,446.4202062623347,1786.5496812658391,2727.341756522549,3628.9636806773574,4693.083065078127,amm2.wav,388.4626143045042,214.43795720735187,74.4286194109499
10,1.0616874999999997,483.8104022077659,1974.717586057604,3531.7600812640894,3906.6657386659867,,amm2.wav,388.4626143045042,206.4223522141873,49.07484443572332
11,1.1616874999999998,410.55556512160933,1999.0410923647485,2986.5468822995053,4040.4256590825817,5033.631758339695,amm2.wav,388.4626143045042,214.79485272031292,64.26108361210426
12,1.2616874999999999,618.5344385595549,1471.4834309799216,2382.740081133763,3555.154020211512,5045.146445020908,amm2.wav,388.4626143045042,211.27308982326343,75.15128772084395
13,1.3616874999999997,457.08295645046763,1941.8588453610905,2791.1496767152003,3469.8633944508083,4811.865245833935,amm2.wav,388.4626143045042,222.50979157604755,74.75591522232045
14,1.4616874999999998,428.1293783530446,1647.5459365924016,2555.6530801975837,3767.089819840039,,amm2.wav,388.4626143045042,212.89241461305062,68.66118614404758
15,1.5616874999999997,366.7582359722157,2070.150224971359,2932.4366243794207,3760.5573659256897,,amm2.wav,388.4626143045042,178.61827949660542,72.97526210213321
16,1.6616874999999998,308.8104834983843,1065.1803967082792,2571.065330558415,4004.6551938005464,,amm2.wav,388.4626143045042,177.61835740694227,62.2257972024433
17,1.7616874999999999,543.2371757504133,2350.813374594927,3899.359959127346,4766.592740196326,,amm2.wav,388.4626143045042,180.39034925490526,62.461359325269996
18,1.8616874999999997,1074.5316801313793,2655.781980058172,3105.7209475758,4580.055050769692,,amm2.wav,388.4626143045042,171.27883874610959,50.94550695819867
19,1.9616874999999998,435.4705646710257,1721.6685523046963,2555.7068210506886,3091.9535694285682,4635.590430341738,amm2.wav,388.4626143045042,173.336913792551,67.62713425752075
20,2.0616874999999997,381.2060607128611,1394.663733596172,2563.8129797583515,4107.361580760929,4610.0755613680985,amm2.wav,388.4626143045042,161.0313155188922,63.69920351659109
21,2.1616874999999998,689.3811914949956,1561.265084789157,2548.426175053493,3809.376695952974,,amm2.wav,388.4626143045042,180.7998516242882,70.77445034173256
22,2.2616875,453.5245045697853,1484.5598684962981,2527.800219803566,3916.4884032510813,,amm2.wav,388.4626143045042,166.61101528933963,63.62912275318589
23,2.3616875,736.618684496946,871.7520320327776,2630.7212963977254,3772.1716744005357,5130.81777711126,amm2.wav,388.4626143045042,169.37369629113783,63.114939860508805
24,2.4616875,448.7880281281847,1766.3587893653444,2400.4250751268155,3455.631200897197,4335.745242117336,amm2.wav,388.4626143045042,161.98239277670925,65.32959377621745
25,2.5616874999999997,446.1966249560653,1200.8848356309547,2605.1245144528543,3826.9968765206995,4648.37894549401,amm2.wav,388.4626143045042,154.9130192036966,64.69545717987647
26,2.6616874999999998,604.9488602317145,1361.5512245320745,2549.4060015561918,3754.986558277579,4896.527758082444,amm2.wav,388.4626143045042,142.95111854863376,73.23919932790864
27,2.7616875,513.0657696096621,1847.7594109883055,2669.596084979307,3881.3777103346633,4256.833771552678,amm2.wav,388.4626143045042,126.3122080831187,70.49958429336131
28,2.8616875,657.8301363599985,1848.3683027881598,3282.157380360614,4399.6199319488505,5206.993477638757,amm2.wav,388.4626143045042,137.41866490815931,55.183617230474184
29,2.9616875,712.1745650504481,1240.114433989119,2682.7110335972725,3652.67669809863,5207.734762243643,amm2.wav,388.4626143045042,154.4682480799753,71.29135062015874
30,3.0616874999999997,434.9148694774204,1694.1131982286784,2779.424658739264,3931.8234258668167,,amm2.wav,388.4626143045042,89.7530690878366,58.08905365108232
31,3.1616874999999998,583.7847448313292,2046.8424274601982,3275.0167308735363,3981.4078504481913,,amm2.wav,388.4626143045042,98.75608998121335,52.35600944532157
32,3.2616875,772.0236245187069,1452.366282418776,2448.3895609770148,3549.8976905205486,,amm2.wav,388.4626143045042,123.28153112048173,70.77034005563922
33,3.3616875,695.5463906988671,1539.2206300198409,2663.6125518750496,3539.6977457490584,4891.172436256335,amm2.wav,388.4626143045042,150.1360420874082,71.50220558265912
34,3.4616875,476.6585116203179,2528.4596599705355,3158.8776908840564,3986.8351755234,,amm2.wav,388.4626143045042,159.70798079923864,66.03253560984587
35,3.5616874999999997,390.5312852144313,1477.191966100595,2321.6186365580857,3840.155928673025,,amm2.wav,388.4626143045042,146.93636976358198,66.09552992864327
36,3.6616874999999998,613.9102726032876,950.7093154835101,2509.4575545181956,3747.0825885085446,5094.185399323187,amm2.wav,388.4626143045042,137.6747848540359,53.34738609443466
37,3.7616875,516.3764307931468,2134.3067099362765,2599.1369715712613,3528.856740956239,,amm2.wav,388.4626143045042,146.35773777120033,66.75563659517627
38,3.8616875,428.95401086413517,787.3716151239066,2506.613894345408,3669.0082049428524,,amm2.wav,388.4626143045042,169.47776738560296,69.12108734317371
39,3.9616875,734.9783319514227,1379.166773565765,2556.8604800798366,3749.280918925562,5144.227646553075,amm2.wav,388.4626143045042,176.03754366598838,73.30761573498658
40,4.0616875,690.9659553420314,1532.4114037835413,2635.6728531504177,3687.356141183451,4968.324301021948,amm2.wav,388.4626143045042,170.6693212817242,75.192704434172
41,4.1616875,449.920524452386,1542.1588551660052,2644.216689875829,3861.538249630389,4772.59359549518,amm2.wav,388.4626143045042,166.04019346253713,64.42509009061314
42,4.2616875,446.0444153592667,2407.5184750995636,3224.9607081728786,3861.2645868879817,,amm2.wav,388.4626143045042,186.74875117920942,71.38271590002248
43,4.3616874999999995,480.22983291742423,2413.9165167700426,3514.2399763151857,3913.4613975760417,,amm2.wav,388.4626143045042,188.0819013634012,67.98328274693863
44,4.4616875,730.740128956263,2139.5157512250476,3369.6406355583717,4126.762025106766,5222.592357492948,amm2.wav,388.4626143045042,153.79417342027241,60.97623029051565
45,4.5616875,1093.5608570664338,1813.0243897208004,2691.4743234092316,4005.8796461538013,,amm2.wav,388.4626143045042,179.53023465451238,58.05399103365468
46,4.6616875,667.5811464922243,1422.4446965015693,3057.480095869303,4927.230925729436,,amm2.wav,388.4626143045042,203.8635126026598,68.34690713193736
47,4.7616875,453.2575718041774,1376.3377323205782,2586.3328077706697,3970.5463705084935,,amm2.wav,388.4626143045042,190.38681954637116,66.85858327249969
